run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R05_limit_arg,False,wrong_arg_value,provider_error,timeline,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R06_timeframe_arg,False,wrong_arg_value,provider_error,lookup,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R07_search_type_arg,False,wrong_arg_value,provider_error,social_search,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R08_out_of_scope,False,out_of_scope,provider_error,no_tool,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R09_no_tool_capability,False,unnecessary_tool,provider_error,no_tool,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R10_missing_handle,False,missing_info,provider_error,clarify,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R11_missing_url,False,missing_info,provider_error,clarify,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R12_confirm_before_send,False,wrong_boundary,provider_error,clarify,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R13_parallel_web_and_tweets,False,wrong_tool,provider_error,lookup|social_search,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R14_out_of_scope_coding,False,out_of_scope,provider_error,no_tool,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,M01_clarify_then_fill,True,missing_info,provider_error,timeline,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,M02_carryover_timeframe,True,wrong_arg_value,provider_error,lookup,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,M04_clarify_then_url,True,missing_info,provider_error,fetch,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,M05_correction_limit,True,wrong_arg_value,provider_error,timeline,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v5_B_base_openrouter_20260602T145248289210,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,RuntimeError: Install live provider dependency first: pip install openai
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260602T145429540448,v5,v5+p0f207ee062d0+td5534b0ef4ef,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
